mean_amp,var_amp,median_amp,low_amp_ratio,class
0.11887466325402811,0.027008592154219736,0.03696021120120686,0.6477625,1
0.09565627520373292,0.017815000114779888,0.03318611987381703,0.6829791666666667,1
0.07231213504677061,0.017581307866015382,0.010967255357928477,0.7920666666666667,1
0.09345535967340782,0.017587583628433105,0.03142352347299344,0.6936166666666667,1
0.0763554986300228,0.014957032785443332,0.017423851316468765,0.758875,1
0.08671853781169277,0.01394455033841301,0.032421318994148345,0.7027791666666666,1
0.08997289337321823,0.01836889823473464,0.0215414244445237,0.7138770833333333,1
0.11478641400287976,0.020590766595924015,0.05536069114470842,0.6234875,1
0.09935525936176903,0.017613347135071573,0.04126330243734981,0.6733041666666667,1
0.09707794267120759,0.01765968822825969,0.03776334547758593,0.6847104166666667,1
0.10601640629658116,0.015869770977114214,0.05834794118699245,0.6262104166666667,1
0.07193884102002192,0.013111941445394168,0.01603745392967427,0.7632145833333334,1
0.08878980114306548,0.017943374254933298,0.0203628643119089,0.7184708333333333,1
0.09237975372414588,0.01583513460638745,0.03528634776865742,0.69666875,1
0.10439918932303151,0.021296068926652735,0.03627690704293102,0.67129375,1
0.08872727850842652,0.018382849020757167,0.020097653173728146,0.7244583333333333,1
0.08563355804063523,0.01586589221075462,0.02096510097280637,0.7122041666666666,1
0.10108141711562164,0.027098673883914702,0.009582123971213868,0.7092416666666667,1
0.11305133318589644,0.023254918849590866,0.042938931297709926,0.6364416666666667,1
0.06943314996474001,0.013526208671913528,0.011336420245888552,0.76964375,1
0.1028262847733953,0.018743767726841387,0.04221517248270177,0.6673541666666667,1
0.08836804032976826,0.022117353394640795,0.009467221231927114,0.7314895833333334,1
0.06795405176888832,0.015762527167272552,0.0043416023029368735,0.7788083333333333,1
0.09233542358270398,0.015543518135945728,0.038735053492762746,0.6878104166666666,1
0.0891257623662203,0.015767455777198687,0.0304156061779724,0.6943875,1
0.06666448724757408,0.014208053671918505,0.0064830841856805665,0.7805104166666667,1
0.06416640055818991,0.013620912563831895,0.00819620650672026,0.7938270833333333,1
0.07852846663251864,0.015454855973745263,0.022940143421630324,0.7504145833333333,1
0.08558524467872804,0.01696620045179314,0.023455696617786962,0.7215229166666667,1
0.06716150745449208,0.013667892086785365,0.00968599147758542,0.77788125,1
0.10941748771206383,0.02202563669661079,0.04688402541557025,0.6504020833333334,1
0.05066638301634708,0.011950556635493784,0.003017918893429739,0.8382520833333333,1
0.06446179257825872,0.011684735054259893,0.014280072664086565,0.79170625,1
0.080959105700241,0.013958267887613347,0.030167597765363128,0.7359604166666667,1
0.13193082435553397,0.03533585320936438,0.028373246288565957,0.6377125,1
0.12407096169749501,0.030977159587120294,0.03686838551644003,0.6390625,1
0.08768008985318837,0.01653622220977557,0.026331547431452884,0.7063333333333334,1
0.10546259549653719,0.0193391460682468,0.04320312640051629,0.6477791666666667,1
0.1054224374206393,0.02253905284538335,0.03417286142238988,0.67509375,1
0.08944800863303153,0.01674110045750613,0.027498574280011404,0.6977270833333333,1
0.1049107460710681,0.01983766398113609,0.045023789862765916,0.6537458333333334,1
0.11049033681294403,0.0190096716817122,0.05319705584818781,0.6355083333333333,1
0.10272924079960058,0.021815304699530122,0.03130936723659214,0.6757020833333334,1
0.10387108437226314,0.02203722431488146,0.0319063074201913,0.6796,1
0.08132272816491262,0.012609174162985976,0.03061192336778422,0.7161145833333333,1
0.09241561878271051,0.017828014145019867,0.027622482243814864,0.69916875,1
0.09706028063512374,0.01913458440832411,0.032860845883781215,0.6894791666666666,1
0.08166049422023411,0.015772112852888348,0.019908915810127267,0.7260770833333333,1
0.09598820707191673,0.02162183305095677,0.026518490132209235,0.70134375,1
0.10306532999494501,0.01771778515253276,0.04236699102742323,0.6565979166666667,1
0.11772870746065954,0.022797770710050413,0.05481850629672032,0.623225,1
0.07734803510177686,0.014556769170067358,0.01987179487179487,0.7452458333333334,1
0.11468695551974019,0.01923976061034314,0.06131755828647827,0.61814375,1
0.11222344676711579,0.021477620474132375,0.05075593952483801,0.6418095238095238,1
0.08830598667372193,0.016486906249925996,0.029921985582145563,0.7154625850340136,1
0.12945761437087291,0.01934233280670106,0.0846211835657746,0.5435102040816326,1
0.10018007337359641,0.019506645809769674,0.039828309043721304,0.6683537414965987,1
0.08419824736924482,0.01356041325902366,0.03485952133194589,0.7069183673469388,1
0.08529109495379275,0.017109901808422076,0.020784999205466392,0.7219727891156462,1
0.09100514830944458,0.018211036598014704,0.02308640185561032,0.6998253968253968,1
0.071629999953273,0.017878480300467302,0.005055058278060403,0.7845170068027211,1
0.07719743729509156,0.013680018331085874,0.02520371423157097,0.7476303854875284,1
0.09058227860898417,0.017116823268711008,0.030235478806907377,0.6992743764172336,1
0.07821443885732837,0.01635093318865449,0.014206200245938775,0.7486145124716553,1
0.08814908981910123,0.014998556745175633,0.030638977635782747,0.6977482993197279,1
0.06286545372118421,0.012212120589732442,0.009953064145667588,0.7943628117913832,1
0.07436783502379704,0.01345117253989702,0.021142456855377953,0.7527732426303855,1
0.0842767947217532,0.016756970895873316,0.024256435028638466,0.7309251700680273,1
0.09449839012997419,0.019311254667431086,0.0271608832807571,0.6959433106575964,1
0.1089378668096067,0.020430666080220202,0.046068946247074846,0.6511814058956916,1
0.11192245346800134,0.018244777904268126,0.05952753931950623,0.6261479166666667,1
0.10456544309552852,0.018987648343551464,0.046253255530280556,0.65169375,1
0.10025267942556156,0.014233911951982483,0.05508108295010546,0.6413479166666667,1
0.0872067269731668,0.012638028994257151,0.043442700305137,0.6953666666666667,1
0.09430369466299501,0.017133911152393263,0.036286388670338315,0.68973125,1
0.080176226844584,0.016845714405595402,0.017142857142857144,0.7484354166666667,1
0.09899538886649596,0.018553918108847826,0.036229135053110775,0.6766541666666667,1
0.07503053074226167,0.012939534429338496,0.023694892853771358,0.7489520833333333,1
0.0755996695641569,0.012171652016619837,0.030110348539900418,0.7569145833333333,1
0.10817549190012044,0.021933699524586098,0.04055619930475087,0.6688666666666667,1
0.08108163295460503,0.01238218468406995,0.035162761440478064,0.7296729166666667,1
0.08870320576236691,0.013898951079917071,0.03871221887981664,0.7009520833333334,1
0.08885159543504903,0.015629531540693464,0.03431372549019608,0.7078729166666666,1
0.07127181262965174,0.014115586277281727,0.015220329394015589,0.76916875,1
0.09379212173002088,0.015659234697168026,0.0416627332515183,0.68853125,1
0.07538319227636489,0.01234655180647267,0.026001138736003036,0.7510541666666667,1
0.07815005389740924,0.012881241510679172,0.027177678402720916,0.7314541666666666,1
0.15278865997229918,0.03836591225008655,0.06772570524054497,0.5752041666666666,0
0.17877889501956795,0.03719006851188407,0.10758636261007,0.4826958333333333,0
0.17080327050395727,0.03559277898371183,0.09752365841219471,0.50565,0
0.1644565340155391,0.035406990010787724,0.09181353041500853,0.5195729166666667,0
0.16700409562255344,0.03446684117417183,0.0948509485094851,0.511175,0
0.14851708065098085,0.033070316196166474,0.07155471999088475,0.5646645833333334,0
0.15704174296690634,0.031547452680597346,0.0908634817994314,0.52283125,0
0.1638412340992059,0.03604678131081143,0.08710624364909111,0.5279854166666667,0
0.15981658517694908,0.034305926371030714,0.08524347131942069,0.5329083333333333,0
0.15461132303619937,0.02820569918505261,0.08972226841842675,0.5245604166666666,0
0.13754809176026025,0.02428318508762761,0.07424389012745551,0.5642895833333333,0
0.17135863589430209,0.033836704955426906,0.10059844908968307,0.4985645833333333,0
0.12759450002844383,0.024409132573550693,0.06190801262906391,0.6054604166666666,0
0.13926125779548076,0.03085741445920602,0.06347443509461365,0.5898145833333334,0
0.10983648065067449,0.019656931755701237,0.05264603552462919,0.6480208333333334,0
0.11301149836065573,0.020786497453078395,0.05298360655737705,0.6302708333333333,0
0.10650333105568843,0.018701989341771977,0.04901077740162127,0.644125,0
0.10561339782767376,0.020007229417800018,0.045069778082818576,0.6550791666666667,0
0.11230390725933613,0.01930219669715937,0.057344279305398725,0.6217208333333333,0
0.09565181109389737,0.020644560965996882,0.025764515694463155,0.6924083333333333,0
0.09104874004963599,0.016935237725831703,0.032098612870338904,0.6976375,0
0.11863211996742323,0.02446668847380717,0.05159165751920966,0.6277416666666666,0
0.11127611996697943,0.023250699245461953,0.04290348460009069,0.648825,0
0.09869781076061583,0.019688548814078805,0.03430514408833827,0.6775708333333333,0
0.07678783982836467,0.016441121750723545,0.012328284607256075,0.7504083333333333,0
0.10572486584571876,0.01778172948009089,0.05197302163762322,0.6461708333333334,0
0.11388151438651004,0.0200960474423986,0.054697867106838854,0.6269958333333333,0
0.09665503454349966,0.020101081968372934,0.03174112964106787,0.7018541666666667,0
0.1080600675476343,0.01974428791174855,0.04364146855067599,0.6550916666666666,0
0.1122416827229118,0.022803041835920308,0.043786659391624606,0.6490916666666666,0
0.08985886117386564,0.02095997727450585,0.017162895775027817,0.7234791666666667,0
0.10538172884275304,0.018727345737244203,0.04695022846453433,0.6593958333333333,0
0.11296771828363902,0.021424198105072522,0.04962309640797143,0.6319916666666666,0
0.11261641998459634,0.022201536456082624,0.04587616783310451,0.6487541666666666,0
0.09673290159727424,0.01810321686732871,0.03649207330967805,0.6890083333333333,0
0.09071159309507242,0.02095673986379903,0.022812992053901644,0.7247875,0
0.11941669616438022,0.024216933608717125,0.04720856870369012,0.6297083333333333,0
0.09209585533209227,0.01573119681681922,0.035065767387920777,0.6959,0
0.09590851148657957,0.018912213613704813,0.03601742060590647,0.6971208333333333,0
0.11037427804521573,0.018385890208101822,0.058349175200834,0.6228083333333333,0
0.0773787967056584,0.017516532782808045,0.01237296981977833,0.757625,0
0.04999199487782051,0.011551142583249132,0.0014649331624244644,0.8372625,0
0.09688370721343452,0.021145783686765982,0.02446630658436214,0.6849083333333333,0
0.10874192333047156,0.01922819201329279,0.05212485435702459,0.6357125,0
0.0932789166615801,0.017814611749358472,0.034853201489348715,0.69945,0
0.11518086503158424,0.02122505391349259,0.055038653622494355,0.628,0
0.11409166623195967,0.01957016448066943,0.058841940532081374,0.6214333333333333,0
0.1107347790037106,0.020217810769743737,0.05460874133911273,0.6340833333333333,0
0.10502150238793413,0.019933073701273778,0.045321257562822466,0.6490541666666667,0
0.11439614823272982,0.02066358578031371,0.056764039036572136,0.6214833333333334,0
0.10643555005911268,0.019981071302353874,0.046574575322008586,0.6541958333333333,0
0.10288920727724415,0.020002916686614355,0.041311959908766745,0.6714208333333334,0
0.09811605181223057,0.018446525607379964,0.03819255947628932,0.6733916666666667,0
0.10722549109368167,0.0201061149887154,0.04730368968779565,0.6465458333333334,0
0.12413316014079204,0.02260724614171759,0.06750694296090579,0.5900666666666666,0
0.10528840048744258,0.02086717020932599,0.040198324285310824,0.6627791666666667,0
0.13541257315806257,0.02482404717785557,0.0773598296664301,0.5631375,0
